image_name: img/720x480.png, step: 1, blockSize: 992, gridSize: 1046
image_name: img/1920x1200.png, step: 4, blockSize: 256, gridSize: 27000
image_name: img/1920x1200.png, step: 1, blockSize: 1024, gridSize: 6750
image_name: img/1920x1200.png, step: 3, blockSize: 512, gridSize: 13500
image_name: img/1920x1200.png, step: 4, blockSize: 256, gridSize: 27000
image_name: img/1920x1200.png, step: 1, blockSize: 1024, gridSize: 6750
image_name: img/1920x1200.png, step: 3, blockSize: 512, gridSize: 13500
image_name: img/1920x1200.png, step: 4, blockSize: 256, gridSize: 27000
image_name: img/1920x1200.png, step: 1, blockSize: 1024, gridSize: 6750
image_name: img/1920x1200.png, step: 3, blockSize: 512, gridSize: 13500
image_name: img/1920x1200.png, step: 4, blockSize: 256, gridSize: 27000
Average time gpu (15 runs, img/1920x1200.png): 2.026466 ms
image_name: img/3840x2160.png, step: 1, blockSize: 1024, gridSize: 24300
image_name: img/3840x2160.png, step: 3, blockSize: 512, gridSize: 48600
image_name: img/3840x2160.png, step: 4, blockSize: 256, gridSize: 97200
image_name: img/3840x2160.png, step: 1, blockSize: 1024, gridSize: 24300
image_name: img/3840x2160.png, step: 3, blockSize: 512, gridSize: 48600
image_name: img/3840x2160.png, step: 4, blockSize: 256, gridSize: 97200
image_name: img/3840x2160.png, step: 1, blockSize: 1024, gridSize: 24300
image_name: img/3840x2160.png, step: 3, blockSize: 512, gridSize: 48600
image_name: img/3840x2160.png, step: 4, blockSize: 256, gridSize: 97200
image_name: img/3840x2160.png, step: 1, blockSize: 1024, gridSize: 24300
image_name: img/3840x2160.png, step: 3, blockSize: 512, gridSize: 48600
image_name: img/3840x2160.png, step: 4, blockSize: 256, gridSize: 97200
image_name: img/3840x2160.png, step: 1, blockSize: 1024, gridSize: 24300
image_name: img/3840x2160.png, step: 3, blockSize: 512, gridSize: 48600
image_name: img/3840x2160.png, step: 4, blockSize: 256, gridSize: 97200
image_name: img/3840x2160.png, step: 1, blockSize: 1024, gridSize: 24300
image_name: img/3840x2160.png, step: 3, blockSize: 512, gridSize: 48600
image_name: img/3840x2160.png, step: 4, blockSize: 256, gridSize: 97200
image_name: img/3840x2160.png, step: 1, blockSize: 1024, gridSize: 24300
image_name: img/3840x2160.png, step: 3, blockSize: 512, gridSize: 48600
image_name: img/3840x2160.png, step: 4, blockSize: 256, gridSize: 97200
image_name: img/3840x2160.png, step: 1, blockSize: 1024, gridSize: 24300
image_name: img/3840x2160.png, step: 3, blockSize: 512, gridSize: 48600
image_name: img/3840x2160.png, step: 4, blockSize: 256, gridSize: 97200
image_name: img/3840x2160.png, step: 1, blockSize: 1024, gridSize: 24300
image_name: img/3840x2160.png, step: 3, blockSize: 512, gridSize: 48600
image_name: img/3840x2160.png, step: 4, blockSize: 256, gridSize: 97200
image_name: img/3840x2160.png, step: 1, blockSize: 1024, gridSize: 24300
image_name: img/3840x2160.png, step: 3, blockSize: 512, gridSize: 48600
image_name: img/3840x2160.png, step: 4, blockSize: 256, gridSize: 97200
image_name: img/3840x2160.png, step: 1, blockSize: 1024, gridSize: 24300
image_name: img/3840x2160.png, step: 3, blockSize: 512, gridSize: 48600
image_name: img/3840x2160.png, step: 4, blockSize: 256, gridSize: 97200
image_name: img/3840x2160.png, step: 1, blockSize: 1024, gridSize: 24300
image_name: img/3840x2160.png, step: 3, blockSize: 512, gridSize: 48600
image_name: img/3840x2160.png, step: 4, blockSize: 256, gridSize: 97200
image_name: img/3840x2160.png, step: 1, blockSize: 1024, gridSize: 24300
image_name: img/3840x2160.png, step: 3, blockSize: 512, gridSize: 48600
image_name: img/3840x2160.png, step: 4, blockSize: 256, gridSize: 97200
image_name: img/3840x2160.png, step: 1, blockSize: 1024, gridSize: 24300
image_name: img/3840x2160.png, step: 3, blockSize: 512, gridSize: 48600
image_name: img/3840x2160.png, step: 4, blockSize: 256, gridSize: 97200
image_name: img/3840x2160.png, step: 1, blockSize: 1024, gridSize: 24300
image_name: img/3840x2160.png, step: 3, blockSize: 512, gridSize: 48600
image_name: img/3840x2160.png, step: 4, blockSize: 256, gridSize: 97200
Average time gpu (15 runs, img/3840x2160.png): 6.304750 ms
image_name: img/7680x4320.png, step: 1, blockSize: 1024, gridSize: 97200
image_name: img/7680x4320.png, step: 3, blockSize: 512, gridSize: 194400
image_name: img/7680x4320.png, step: 4, blockSize: 256, gridSize: 388800
image_name: img/7680x4320.png, step: 1, blockSize: 1024, gridSize: 97200
image_name: img/7680x4320.png, step: 3, blockSize: 512, gridSize: 194400
image_name: img/7680x4320.png, step: 4, blockSize: 256, gridSize: 388800
image_name: img/7680x4320.png, step: 1, blockSize: 1024, gridSize: 97200
image_name: img/7680x4320.png, step: 3, blockSize: 512, gridSize: 194400
image_name: img/7680x4320.png, step: 4, blockSize: 256, gridSize: 388800
image_name: img/7680x4320.png, step: 1, blockSize: 1024, gridSize: 97200
image_name: img/7680x4320.png, step: 3, blockSize: 512, gridSize: 194400
image_name: img/7680x4320.png, step: 4, blockSize: 256, gridSize: 388800
image_name: img/7680x4320.png, step: 1, blockSize: 1024, gridSize: 97200
image_name: img/7680x4320.png, step: 3, blockSize: 512, gridSize: 194400
image_name: img/7680x4320.png, step: 4, blockSize: 256, gridSize: 388800
image_name: img/7680x4320.png, step: 1, blockSize: 1024, gridSize: 97200
image_name: img/7680x4320.png, step: 3, blockSize: 512, gridSize: 194400
image_name: img/7680x4320.png, step: 4, blockSize: 256, gridSize: 388800
image_name: img/7680x4320.png, step: 1, blockSize: 1024, gridSize: 97200
image_name: img/7680x4320.png, step: 3, blockSize: 512, gridSize: 194400
image_name: img/7680x4320.png, step: 4, blockSize: 256, gridSize: 388800
image_name: img/7680x4320.png, step: 1, blockSize: 1024, gridSize: 97200
image_name: img/7680x4320.png, step: 3, blockSize: 512, gridSize: 194400
image_name: img/7680x4320.png, step: 4, blockSize: 256, gridSize: 388800
image_name: img/7680x4320.png, step: 1, blockSize: 1024, gridSize: 97200
image_name: img/7680x4320.png, step: 3, blockSize: 512, gridSize: 194400
image_name: img/7680x4320.png, step: 4, blockSize: 256, gridSize: 388800
image_name: img/7680x4320.png, step: 1, blockSize: 1024, gridSize: 97200
image_name: img/7680x4320.png, step: 3, blockSize: 512, gridSize: 194400
image_name: img/7680x4320.png, step: 4, blockSize: 256, gridSize: 388800
image_name: img/7680x4320.png, step: 1, blockSize: 1024, gridSize: 97200
image_name: img/7680x4320.png, step: 3, blockSize: 512, gridSize: 194400
image_name: img/7680x4320.png, step: 4, blockSize: 256, gridSize: 388800
image_name: img/7680x4320.png, step: 1, blockSize: 1024, gridSize: 97200
image_name: img/7680x4320.png, step: 3, blockSize: 512, gridSize: 194400
image_name: img/7680x4320.png, step: 4, blockSize: 256, gridSize: 388800
image_name: img/7680x4320.png, step: 1, blockSize: 1024, gridSize: 97200
image_name: img/7680x4320.png, step: 3, blockSize: 512, gridSize: 194400
image_name: img/7680x4320.png, step: 4, blockSize: 256, gridSize: 388800
image_name: img/7680x4320.png, step: 1, blockSize: 1024, gridSize: 97200
image_name: img/7680x4320.png, step: 3, blockSize: 512, gridSize: 194400
image_name: img/7680x4320.png, step: 4, blockSize: 256, gridSize: 388800
image_name: img/7680x4320.png, step: 1, blockSize: 1024, gridSize: 97200
image_name: img/7680x4320.png, step: 3, blockSize: 512, gridSize: 194400
image_name: img/7680x4320.png, step: 4, blockSize: 256, gridSize: 388800
Average time gpu (15 runs, img/7680x4320.png): 30.734976 ms
